sample_id,time_slot,Load1_mw,Load2_mw,Load3_mw,Load4_mw,Load5_mw,Load6_mw,Load7_mw,Load8_mw,Load9_mw,Load10_mw,Load11_mw,Load12_mw,Load13_mw,Load14_mw,Load15_mw,Load16_mw,Load17_mw,Load18_mw,Load19_mw,Load20_mw,Load21_mw,Load22_mw,Load23_mw,Load24_mw,Load25_mw,Load26_mw,Load27_mw,Load28_mw,Load29_mw,Load30_mw,Load31_mw,Load32_mw,fixed_total_mw,PV_Bus6_irr,PV_Bus14_irr,PV_Bus19_irr,PV_Bus25_irr,PV_Bus31_irr,BESS_Bus18_se_init_mwh,BESS_Bus18_p_init_mw,EV_Bus19_cur,EV_Bus19_lb,EV_Bus19_ub,EV_Bus7_cur,EV_Bus7_lb,EV_Bus7_ub,AC_Bus2_cur,AC_Bus2_lb,AC_Bus2_ub
2617,6:00,0.053401,0.046592,0.054927,0.036737,0.032390,0.136916,0.129640,0.033582,0.034130,0.023666,0.033990,0.032984,0.068601,0.037386,0.041325,0.032225,0.043545,0.050226,0.052186,0.054564,0.057501,0.044325,0.248866,0.287618,0.035771,0.030683,0.029189,0.067817,0.133144,0.085417,0.111668,0.030475,2.191487,0.040629,0.040443,0.047368,0.051156,0.052513,2.252308,0.000000,0.648629,0.376530,0.648629,0.510076,0.468341,0.668653,0.625514,0.405182,0.674704
2618,6:15,0.058894,0.054893,0.067913,0.032198,0.032361,0.115510,0.108987,0.041398,0.033204,0.021440,0.037975,0.038088,0.071617,0.035559,0.034604,0.034444,0.052211,0.053380,0.051914,0.043256,0.047412,0.054118,0.220553,0.225831,0.037918,0.029386,0.031608,0.074978,0.108685,0.087511,0.090672,0.038771,2.067286,0.081337,0.070818,0.050368,0.071871,0.070466,2.065099,0.000000,0.610987,0.488804,0.610987,0.680760,0.601601,0.805204,0.640602,0.497385,0.663715
2619,6:30,0.065619,0.050841,0.074228,0.027435,0.032576,0.117429,0.096440,0.032865,0.039015,0.026090,0.041511,0.037501,0.063454,0.041235,0.038762,0.037346,0.059999,0.049305,0.055869,0.050346,0.058612,0.048000,0.258051,0.282530,0.035296,0.041125,0.034140,0.064121,0.124490,0.089852,0.142353,0.033309,2.249745,0.086946,0.093803,0.088043,0.111051,0.088274,2.019177,0.000000,0.664834,0.510006,0.774956,0.558145,0.488688,0.710993,0.604312,0.531852,0.604312
2620,6:45,0.058893,0.059347,0.072244,0.043225,0.032088,0.121269,0.156770,0.039456,0.034595,0.023342,0.033864,0.037325,0.083070,0.033201,0.033091,0.036795,0.065817,0.062384,0.045866,0.055198,0.058439,0.055624,0.231316,0.285935,0.039834,0.042581,0.037989,0.071341,0.129970,0.085877,0.142038,0.043690,2.352475,0.119864,0.096007,0.119399,0.121318,0.112552,2.651456,0.000000,0.556689,0.480206,0.837300,0.614573,0.522951,0.614573,0.606150,0.507128,0.682394
2621,7:00,0.058645,0.060195,0.086753,0.040663,0.033099,0.150379,0.126173,0.041723,0.039060,0.032134,0.041769,0.037106,0.074002,0.040361,0.036824,0.041923,0.065820,0.059796,0.055309,0.062435,0.064555,0.055545,0.245231,0.239484,0.034767,0.039004,0.041906,0.066114,0.137445,0.104126,0.157036,0.036763,2.406143,0.147526,0.146159,0.135832,0.147892,0.147288,2.114616,0.000000,0.713323,0.548471,0.713323,0.587759,0.530185,0.660921,0.604675,0.502502,0.604675
2622,7:15,0.067580,0.060574,0.076167,0.032231,0.051584,0.124687,0.123732,0.040213,0.037639,0.027058,0.043650,0.033331,0.071418,0.036563,0.040592,0.044579,0.052057,0.058744,0.048537,0.053605,0.057769,0.060179,0.211366,0.237803,0.041311,0.041952,0.036614,0.073992,0.121353,0.110543,0.146715,0.045308,2.309448,0.179647,0.164801,0.189692,0.137976,0.184153,2.255946,0.000000,0.735140,0.547718,0.735140,0.662360,0.549686,0.801230,0.683158,0.614916,0.694379
2623,7:30,0.066509,0.061172,0.074171,0.038215,0.041207,0.130620,0.138071,0.044069,0.039343,0.033001,0.036140,0.048588,0.069940,0.037141,0.044601,0.042874,0.062798,0.059990,0.055467,0.051870,0.063565,0.064473,0.294868,0.275452,0.047013,0.042232,0.040773,0.083077,0.160603,0.092522,0.130031,0.040795,2.511193,0.203324,0.182662,0.198275,0.238880,0.174801,2.906348,0.000000,0.666206,0.612870,0.776808,0.719684,0.636490,0.759081,0.783436,0.566791,0.820302
2624,7:45,0.056393,0.063117,0.092244,0.034787,0.037949,0.155128,0.129404,0.040245,0.039886,0.026898,0.042146,0.046631,0.083875,0.046290,0.039990,0.042249,0.067655,0.062823,0.055242,0.057121,0.062146,0.066841,0.282999,0.316190,0.048769,0.045802,0.039309,0.079734,0.155608,0.105599,0.144438,0.040371,2.607879,0.243126,0.171849,0.267899,0.232600,0.213121,2.359918,0.000000,0.627008,0.529098,0.750106,0.654179,0.620327,0.758891,0.686176,0.560150,0.759087
2625,8:00,0.070558,0.044735,0.094719,0.038630,0.047500,0.148338,0.138806,0.045263,0.039367,0.030597,0.049679,0.044677,0.091182,0.041920,0.038252,0.041369,0.055588,0.053633,0.063364,0.058265,0.065859,0.059176,0.241533,0.314676,0.044705,0.044193,0.040328,0.093876,0.138387,0.106114,0.154560,0.036791,2.576639,0.297639,0.240267,0.259271,0.295493,0.273881,3.345556,0.000000,0.700339,0.595254,0.842210,0.727179,0.672510,0.926658,0.632013,0.485432,0.632013
2626,8:15,0.078171,0.060893,0.080553,0.047014,0.041605,0.153397,0.169146,0.037737,0.038584,0.027537,0.037058,0.039751,0.083413,0.040868,0.043802,0.041818,0.070524,0.084366,0.063492,0.061347,0.059208,0.053941,0.282595,0.304688,0.042559,0.050445,0.044993,0.096320,0.137321,0.090716,0.162560,0.046801,2.673221,0.280624,0.383905,0.335691,0.309468,0.277343,2.946655,0.000000,0.643243,0.496430,0.677883,0.787726,0.623894,0.806495,0.677232,0.600985,0.677232
2627,8:30,0.081188,0.068702,0.087984,0.042420,0.048967,0.146968,0.143646,0.043224,0.041427,0.033637,0.036240,0.041399,0.081337,0.047179,0.045689,0.054649,0.064368,0.070903,0.052876,0.065805,0.061847,0.057708,0.314315,0.361159,0.045548,0.037633,0.035104,0.089572,0.137687,0.095458,0.163749,0.049679,2.748069,0.344242,0.281395,0.302166,0.375875,0.349112,2.950283,0.000000,0.695330,0.695330,0.774792,0.724928,0.698848,0.762998,0.724945,0.570962,0.859953
2628,8:45,0.082239,0.061968,0.086579,0.040855,0.038054,0.138627,0.148842,0.047494,0.050373,0.033992,0.047666,0.049000,0.098482,0.042165,0.041851,0.045023,0.081335,0.073610,0.064612,0.067522,0.069286,0.059177,0.290644,0.328897,0.048189,0.044293,0.042889,0.093220,0.134911,0.102132,0.203059,0.041444,2.798431,0.331434,0.334302,0.383133,0.464654,0.344595,2.742189,0.000000,0.814301,0.624139,0.901267,0.819232,0.547515,0.841610,0.659633,0.588866,0.965307
2629,9:00,0.075164,0.073760,0.101307,0.040019,0.054005,0.161831,0.140736,0.044837,0.048058,0.034443,0.045222,0.055431,0.096685,0.043817,0.044286,0.053827,0.071326,0.061495,0.067254,0.068679,0.061772,0.080160,0.281143,0.374315,0.040503,0.047282,0.051611,0.090489,0.140424,0.116503,0.167056,0.052125,2.885565,0.393328,0.332458,0.431068,0.464475,0.438459,2.375081,0.000000,0.673706,0.603908,1.042489,0.781986,0.692629,0.928748,0.774499,0.748068,0.922417
2630,9:15,0.086809,0.074176,0.093195,0.040239,0.042788,0.161534,0.147666,0.055859,0.038918,0.034416,0.038818,0.038718,0.082132,0.038079,0.048883,0.042609,0.061876,0.069242,0.068026,0.067743,0.066605,0.072068,0.344193,0.290773,0.053933,0.046251,0.051690,0.093570,0.167151,0.098358,0.143408,0.043504,2.803228,0.350398,0.387254,0.388555,0.376113,0.479931,2.923593,0.000000,0.690277,0.690277,0.869986,0.708024,0.708024,0.940448,0.740921,0.740921,0.926994
2631,9:30,0.059916,0.067920,0.087759,0.043372,0.048227,0.133693,0.183471,0.046144,0.046892,0.033496,0.054010,0.043507,0.095452,0.048390,0.045689,0.049386,0.076214,0.075238,0.069381,0.068291,0.071043,0.067269,0.292777,0.332325,0.053622,0.049112,0.040529,0.094298,0.170096,0.114862,0.166499,0.063356,2.892242,0.525008,0.395177,0.448151,0.392912,0.448838,3.038424,0.000000,0.924689,0.679874,0.944065,0.762766,0.660121,0.965919,0.854350,0.726333,0.862879
2632,9:45,0.089672,0.071032,0.107909,0.046506,0.045083,0.164621,0.124884,0.045776,0.048414,0.043578,0.050412,0.038882,0.088398,0.042084,0.049554,0.051789,0.060519,0.079277,0.064717,0.064865,0.062520,0.067012,0.332361,0.371032,0.041311,0.041535,0.051608,0.091648,0.147184,0.121110,0.156655,0.042944,2.904893,0.521280,0.475552,0.445424,0.428380,0.446098,3.306215,0.000000,0.765287,0.704709,0.790339,0.867756,0.677177,0.872223,0.741997,0.659425,0.820569
2633,10:00,0.076516,0.069806,0.096338,0.044932,0.047102,0.191230,0.161561,0.048639,0.044085,0.038783,0.044514,0.049148,0.075451,0.043793,0.044933,0.046120,0.068421,0.080030,0.070895,0.080093,0.064686,0.062688,0.382891,0.302927,0.048930,0.046347,0.042183,0.082134,0.145534,0.113752,0.173399,0.047914,2.935776,0.494714,0.443680,0.465558,0.455954,0.552632,2.793086,0.000000,0.765997,0.764653,1.011141,0.805476,0.659815,0.891560,0.813307,0.592038,0.886925
2634,10:15,0.082641,0.083318,0.094653,0.054408,0.048259,0.166994,0.137255,0.053903,0.046341,0.035573,0.046085,0.044149,0.103319,0.045989,0.043971,0.044245,0.064847,0.082396,0.072579,0.065943,0.065780,0.079072,0.343393,0.284500,0.033481,0.048453,0.054316,0.088096,0.168972,0.140685,0.145348,0.043153,2.912120,0.574664,0.433273,0.498637,0.414349,0.526439,3.362921,0.000000,0.768278,0.722781,0.926868,0.875663,0.875663,0.969879,0.769334,0.683130,0.862885
2635,10:30,0.068536,0.060450,0.096158,0.049657,0.041013,0.155562,0.170483,0.050282,0.045974,0.033482,0.036085,0.044290,0.099078,0.047760,0.051569,0.056979,0.071953,0.057182,0.068330,0.080252,0.080705,0.060041,0.306724,0.328670,0.052346,0.043671,0.050773,0.069620,0.157383,0.105578,0.163009,0.040572,2.844164,0.511414,0.585175,0.618662,0.510739,0.549415,2.970263,0.000000,0.801326,0.738144,0.918645,0.888761,0.707954,0.913873,0.752058,0.728316,0.852010
2636,10:45,0.075043,0.054429,0.101750,0.045969,0.056194,0.148719,0.160340,0.051714,0.060208,0.033005,0.045874,0.048941,0.093267,0.051505,0.048959,0.054211,0.070421,0.078418,0.072041,0.076356,0.073905,0.071767,0.312338,0.365768,0.043128,0.051251,0.051127,0.117574,0.174174,0.097898,0.152454,0.048059,2.986805,0.492060,0.592535,0.488716,0.524856,0.504590,3.152802,0.000000,0.769848,0.727792,0.789563,0.659090,0.636029,1.096459,0.889902,0.663272,0.918736
2637,11:00,0.082919,0.072388,0.106304,0.043537,0.036313,0.163955,0.187344,0.043436,0.051154,0.034615,0.044540,0.044537,0.101551,0.054883,0.054117,0.052522,0.073551,0.067869,0.079305,0.082234,0.069452,0.069322,0.352834,0.304207,0.049452,0.038745,0.053342,0.097911,0.163310,0.127278,0.161153,0.053009,3.017085,0.533076,0.664044,0.602923,0.537169,0.568965,3.600733,0.000000,0.901500,0.758839,0.974933,0.849922,0.819432,0.849922,0.820585,0.586550,0.971491
2638,11:15,0.087005,0.067440,0.110270,0.037596,0.041630,0.160167,0.154555,0.049698,0.042816,0.033593,0.043102,0.042739,0.095745,0.043216,0.046014,0.046189,0.072366,0.060141,0.075431,0.067805,0.074662,0.071312,0.348920,0.345122,0.056765,0.041156,0.056642,0.108463,0.155486,0.130123,0.206205,0.041534,3.013910,0.601667,0.589963,0.574473,0.626272,0.604113,3.500473,0.000000,0.823517,0.625855,0.939064,0.855262,0.635737,0.855262,0.802685,0.771607,1.004021
2639,11:30,0.082532,0.063494,0.085807,0.050839,0.046170,0.169175,0.154360,0.044678,0.051860,0.031534,0.051205,0.046611,0.089482,0.046443,0.049054,0.056880,0.076088,0.080525,0.077753,0.074005,0.069591,0.069571,0.332084,0.374016,0.059584,0.046766,0.049410,0.097528,0.154674,0.097060,0.193209,0.050987,3.022974,0.673154,0.480890,0.610180,0.641340,0.540376,3.152344,0.000000,0.853639,0.669891,0.965876,0.727828,0.727828,0.814062,0.727435,0.702080,0.877444
2640,11:45,0.086300,0.065792,0.096795,0.047673,0.050122,0.163596,0.159394,0.048103,0.046167,0.039099,0.049273,0.048922,0.111431,0.052252,0.045777,0.058855,0.069645,0.091307,0.047582,0.068868,0.071673,0.071191,0.328407,0.355436,0.045778,0.048717,0.049827,0.127706,0.186747,0.128272,0.194098,0.037766,3.092571,0.569753,0.527988,0.583833,0.566324,0.575116,3.331418,0.000000,0.690370,0.690370,0.808504,0.849899,0.768050,0.886599,0.736697,0.736697,0.736697
2641,12:00,0.096011,0.080249,0.093617,0.045705,0.050334,0.136272,0.126689,0.048965,0.047772,0.041317,0.047549,0.052139,0.101165,0.048151,0.042870,0.047963,0.063897,0.067302,0.062992,0.081177,0.071526,0.065093,0.295916,0.371117,0.051903,0.042024,0.051039,0.090469,0.173296,0.101870,0.168928,0.049867,2.915188,0.524314,0.624459,0.647443,0.560616,0.581524,3.109345,0.000000,0.814081,0.653370,0.814081,0.706577,0.640164,1.020396,0.722340,0.721910,0.925755
2642,12:15,0.070700,0.075149,0.095756,0.049095,0.037606,0.165989,0.181010,0.045207,0.043843,0.038686,0.042122,0.036227,0.097808,0.045223,0.051148,0.048421,0.076912,0.073139,0.078237,0.094875,0.069159,0.070813,0.299209,0.328344,0.048132,0.046173,0.048556,0.097418,0.164258,0.115273,0.141305,0.051398,2.927195,0.575856,0.533022,0.622862,0.471056,0.604764,3.182436,0.000000,0.775828,0.755953,0.867391,0.689085,0.679471,0.730513,0.724188,0.680195,0.790610
2643,12:30,0.074231,0.070665,0.099538,0.036429,0.050893,0.185761,0.138133,0.056557,0.052395,0.033320,0.048554,0.045158,0.097466,0.056152,0.050679,0.046564,0.074924,0.061995,0.083580,0.070480,0.070386,0.073665,0.319913,0.307978,0.049663,0.046418,0.042537,0.105683,0.120631,0.105710,0.181702,0.046674,2.904435,0.639523,0.591115,0.645429,0.639763,0.578198,3.755144,0.000000,0.899415,0.781094,0.986949,0.889847,0.683725,0.889847,0.804320,0.771982,0.850337
2644,12:45,0.087488,0.059077,0.076104,0.043152,0.047885,0.178161,0.154597,0.046436,0.049368,0.041334,0.049778,0.046822,0.085231,0.041912,0.040836,0.050388,0.074335,0.076299,0.078368,0.073226,0.065198,0.067228,0.339880,0.322942,0.039207,0.044595,0.054755,0.098143,0.161807,0.110319,0.143859,0.048317,2.897047,0.584530,0.619643,0.559454,0.629993,0.598670,3.171182,0.000000,0.829689,0.599378,0.976822,0.761191,0.724507,0.904016,0.885903,0.885903,0.950437
2645,13:00,0.077620,0.070765,0.095964,0.053707,0.049985,0.126211,0.186202,0.050569,0.059954,0.035744,0.053473,0.051578,0.097698,0.054344,0.047072,0.048582,0.064110,0.070341,0.065494,0.072248,0.076370,0.074773,0.343033,0.360113,0.059689,0.045823,0.059616,0.082523,0.122562,0.134471,0.169198,0.040535,3.000366,0.572585,0.637532,0.498676,0.586199,0.545409,2.896229,0.000000,0.802920,0.670296,0.935241,0.789917,0.789917,0.914411,0.821555,0.685949,0.961534
2646,13:15,0.069342,0.065730,0.099364,0.050122,0.051803,0.152691,0.176220,0.047652,0.051155,0.036362,0.044430,0.041195,0.084437,0.043328,0.045585,0.051038,0.079062,0.079578,0.049420,0.068574,0.070010,0.068916,0.277990,0.370019,0.056667,0.046301,0.058550,0.073642,0.142161,0.116665,0.178665,0.048333,2.895006,0.656495,0.569991,0.524062,0.456017,0.571188,3.217650,0.000000,0.750612,0.750612,0.951367,0.755824,0.672726,0.797665,0.781845,0.615951,0.781845
2647,13:30,0.088796,0.054996,0.088684,0.050585,0.047160,0.171245,0.164117,0.048985,0.050884,0.031558,0.049579,0.049813,0.116087,0.037939,0.046056,0.050553,0.078288,0.070400,0.069500,0.070293,0.082109,0.071597,0.311716,0.315165,0.044380,0.051959,0.053186,0.079616,0.151711,0.126648,0.172132,0.046524,2.942260,0.487079,0.543978,0.561629,0.514723,0.540702,3.277779,0.000000,0.835094,0.797104,0.835094,0.692698,0.692698,0.801589,0.856399,0.627045,1.076172
2648,13:45,0.095391,0.074477,0.096597,0.053977,0.051247,0.179732,0.146471,0.041071,0.056228,0.037792,0.045366,0.042740,0.091927,0.057026,0.042067,0.056862,0.067709,0.071884,0.072088,0.073017,0.061076,0.089882,0.360308,0.363666,0.048483,0.049244,0.050227,0.099361,0.145828,0.112145,0.184436,0.054762,3.073086,0.519622,0.532455,0.622943,0.551904,0.617862,2.913723,0.000000,0.736348,0.683509,0.875992,0.870553,0.690521,0.870553,0.765972,0.765972,0.894237
2649,14:00,0.081218,0.071293,0.121696,0.048114,0.043924,0.165855,0.168987,0.055521,0.046212,0.040855,0.048907,0.050578,0.102777,0.047803,0.041244,0.049169,0.068653,0.063960,0.073528,0.065414,0.073422,0.072588,0.330980,0.304968,0.041425,0.049039,0.054098,0.103737,0.140064,0.115514,0.163888,0.042075,2.947506,0.517734,0.516646,0.576087,0.519542,0.548728,2.929293,0.000000,0.754715,0.633849,1.042991,0.816888,0.804121,0.925679,0.915531,0.603566,1.016075
2650,14:15,0.095697,0.066520,0.086067,0.043940,0.042214,0.131423,0.161968,0.042320,0.044817,0.028466,0.055734,0.050601,0.076212,0.047279,0.047213,0.047377,0.074807,0.061265,0.065113,0.068472,0.075953,0.069603,0.343830,0.294679,0.044584,0.051534,0.050717,0.099116,0.172976,0.127332,0.159734,0.050812,2.878375,0.449153,0.492963,0.530416,0.519473,0.521508,2.744056,0.000000,0.812161,0.683701,0.867267,0.859970,0.754386,0.859970,0.747906,0.665126,0.969756
2651,14:30,0.083654,0.066994,0.092219,0.040711,0.053047,0.169901,0.150250,0.050215,0.052103,0.040772,0.050952,0.046035,0.086254,0.058725,0.046654,0.048206,0.075497,0.078915,0.071273,0.079555,0.091156,0.070673,0.358557,0.308400,0.046664,0.044737,0.043484,0.087080,0.183733,0.141928,0.191542,0.047947,3.057835,0.455436,0.493957,0.561173,0.457827,0.538231,3.036125,0.000000,0.662813,0.611337,0.662813,0.781462,0.721429,0.883662,0.824861,0.712295,0.866100
2652,14:45,0.075231,0.079316,0.112668,0.043814,0.039345,0.155825,0.182655,0.050422,0.040420,0.034220,0.049825,0.054016,0.094347,0.051741,0.052158,0.049146,0.071209,0.077891,0.069812,0.068526,0.062152,0.055076,0.293326,0.338015,0.054697,0.050458,0.054682,0.094990,0.166782,0.115103,0.133417,0.042467,2.913750,0.449639,0.397238,0.502074,0.368115,0.493342,3.780051,0.000000,0.759030,0.726858,0.774596,0.772524,0.735682,0.772524,0.777381,0.693429,0.777381
2653,15:00,0.092365,0.081686,0.092787,0.048383,0.049333,0.141516,0.174392,0.051705,0.050237,0.030623,0.052277,0.050565,0.089066,0.048770,0.056182,0.051661,0.082387,0.085350,0.070636,0.070491,0.073089,0.057313,0.372580,0.353611,0.044848,0.047382,0.041920,0.107657,0.162104,0.128280,0.170864,0.056785,3.086849,0.379079,0.345054,0.500130,0.404279,0.463336,3.545574,0.000000,0.724940,0.641189,0.792450,0.744804,0.568174,0.744804,0.777211,0.777211,0.982194
2654,15:15,0.072625,0.069951,0.105589,0.047786,0.041695,0.160928,0.154906,0.053469,0.052364,0.032826,0.049439,0.040011,0.088235,0.056630,0.049198,0.055567,0.075499,0.077787,0.073789,0.058447,0.076290,0.082439,0.369106,0.273057,0.052945,0.048109,0.046665,0.094198,0.163216,0.112068,0.170679,0.051926,2.957439,0.376130,0.355155,0.401507,0.393070,0.437859,3.519055,0.000000,0.843434,0.752614,1.047741,0.814474,0.754991,0.869004,0.828264,0.739128,0.828264
2655,15:30,0.083707,0.078967,0.103296,0.053718,0.054025,0.195537,0.177804,0.043790,0.055741,0.034672,0.058399,0.047688,0.114399,0.044138,0.056819,0.057984,0.088403,0.084863,0.076539,0.074869,0.076302,0.066698,0.341213,0.381520,0.058143,0.048066,0.048178,0.115167,0.162836,0.114165,0.194004,0.049719,3.241371,0.391665,0.362448,0.349876,0.297588,0.335473,3.188144,0.000000,0.858731,0.710247,0.974528,0.731415,0.702914,0.930224,0.779509,0.774508,1.083899
2656,15:45,0.088408,0.068676,0.104307,0.055483,0.046396,0.169199,0.184778,0.049401,0.049226,0.035425,0.046287,0.043152,0.092366,0.048472,0.050946,0.054995,0.064398,0.065233,0.083780,0.071095,0.078326,0.081210,0.361960,0.344693,0.052948,0.050005,0.047086,0.098461,0.159942,0.125862,0.156033,0.054542,3.083091,0.301977,0.348976,0.339227,0.345626,0.301052,2.925134,0.000000,0.815499,0.651580,0.861630,0.751532,0.646753,1.065901,0.835124,0.643308,0.835124
2657,16:00,0.077780,0.079583,0.121399,0.043237,0.055438,0.174916,0.149773,0.051660,0.050239,0.037876,0.052979,0.058230,0.105566,0.050016,0.046567,0.048951,0.076089,0.071876,0.079964,0.087024,0.062988,0.069785,0.404947,0.349229,0.055183,0.044389,0.051530,0.096085,0.163865,0.119367,0.200774,0.046931,3.184236,0.255700,0.291124,0.287601,0.301086,0.310833,3.564889,0.000000,0.915428,0.726633,1.086524,0.874072,0.627350,0.934361,0.808441,0.767478,0.938688
2658,16:15,0.087051,0.056281,0.104135,0.056172,0.050246,0.154759,0.150486,0.053824,0.051109,0.034978,0.050252,0.047445,0.094544,0.049594,0.050349,0.045732,0.071503,0.086828,0.067301,0.075704,0.078510,0.069759,0.327439,0.321265,0.044475,0.056505,0.047235,0.098707,0.149833,0.128170,0.162917,0.053055,2.976163,0.297771,0.262514,0.312993,0.322390,0.266827,4.038746,0.000000,0.839885,0.839885,0.869308,0.849524,0.748233,1.004027,0.703881,0.656269,0.889054
2659,16:30,0.079591,0.076035,0.102533,0.056373,0.054878,0.164214,0.155392,0.051433,0.052654,0.041774,0.057613,0.048207,0.093682,0.051882,0.043137,0.057239,0.068213,0.075108,0.064269,0.068999,0.078994,0.067126,0.333009,0.405096,0.051860,0.047671,0.042687,0.111289,0.193025,0.096260,0.149037,0.053722,3.093003,0.228273,0.225873,0.189160,0.224100,0.215667,3.499429,0.000000,0.794321,0.794321,0.873793,0.899987,0.625597,0.899987,0.802271,0.774996,0.925753
2660,16:45,0.077325,0.079644,0.094355,0.048722,0.049533,0.154508,0.166992,0.042039,0.051866,0.037762,0.052033,0.055370,0.118493,0.048140,0.045847,0.047489,0.085465,0.067038,0.093398,0.075348,0.077021,0.085963,0.334911,0.360983,0.055719,0.044811,0.041517,0.101326,0.145923,0.129237,0.170507,0.054615,3.093899,0.185626,0.192333,0.190927,0.201527,0.179095,3.185992,0.000000,0.889567,0.611325,0.889567,0.755744,0.755744,0.817163,0.913645,0.609184,0.916887
2661,17:00,0.097135,0.074978,0.115300,0.049271,0.047077,0.146322,0.173881,0.057357,0.055095,0.039722,0.056281,0.053438,0.108913,0.053851,0.054184,0.044518,0.070410,0.088201,0.070089,0.066666,0.078638,0.073282,0.401630,0.299685,0.043839,0.059437,0.045236,0.093548,0.160720,0.096248,0.182838,0.042993,3.100782,0.159518,0.174682,0.191558,0.176853,0.148983,3.358046,0.000000,0.877869,0.616690,0.994734,0.810780,0.715985,0.985365,0.901941,0.734662,0.926920
2662,17:15,0.077320,0.066220,0.096495,0.051615,0.052886,0.173449,0.153892,0.045084,0.043236,0.036744,0.052405,0.051926,0.089958,0.057722,0.050748,0.053333,0.078426,0.063922,0.079882,0.085411,0.067210,0.067409,0.362023,0.350117,0.052178,0.044512,0.053074,0.083723,0.159974,0.127935,0.161214,0.049971,3.040014,0.162533,0.141140,0.128972,0.135786,0.149647,3.123411,0.000000,0.892142,0.668853,0.892142,0.738999,0.738999,1.047469,0.742291,0.691881,1.021818
2663,17:30,0.078596,0.068918,0.108365,0.050303,0.046812,0.166731,0.172778,0.041521,0.051688,0.041916,0.045877,0.045899,0.110009,0.040233,0.060749,0.044313,0.070785,0.067278,0.065490,0.076970,0.078006,0.069195,0.297091,0.330388,0.051869,0.049455,0.050810,0.095781,0.127665,0.103889,0.191889,0.050712,2.951982,0.129585,0.124996,0.125283,0.123875,0.097735,2.883656,0.000000,0.737447,0.718624,1.091208,0.776686,0.726329,0.983887,0.912098,0.912098,0.912098
2664,17:45,0.095394,0.067120,0.117316,0.042632,0.047599,0.167925,0.158980,0.053343,0.059241,0.034390,0.044680,0.051549,0.103726,0.044603,0.057960,0.045516,0.079633,0.074530,0.082023,0.066859,0.078820,0.059380,0.342167,0.324432,0.051623,0.058710,0.045507,0.101691,0.156921,0.141150,0.180022,0.047576,3.083018,0.073970,0.100305,0.088499,0.102357,0.089823,3.731170,0.000000,0.890573,0.647729,0.949317,0.745853,0.745853,0.745853,0.761270,0.704340,0.781175
2665,18:00,0.073139,0.079144,0.084664,0.051502,0.060639,0.159116,0.169958,0.048103,0.051289,0.036832,0.061220,0.051253,0.090165,0.046351,0.056254,0.047958,0.083470,0.081336,0.071530,0.069675,0.078060,0.066242,0.386964,0.324818,0.048712,0.051198,0.051444,0.089181,0.132247,0.116003,0.178295,0.054202,3.050963,0.062603,0.059352,0.060136,0.062353,0.063924,3.330950,0.000000,0.718612,0.718612,0.769588,0.877263,0.877263,0.877263,0.837111,0.779583,1.088574
2666,18:15,0.076793,0.065523,0.114425,0.048909,0.044733,0.131830,0.167008,0.047815,0.044713,0.039663,0.043072,0.049557,0.102998,0.043753,0.049636,0.047747,0.077906,0.079038,0.055342,0.076868,0.076883,0.086698,0.367787,0.350180,0.047131,0.043404,0.051020,0.092178,0.151935,0.120657,0.178066,0.054153,3.027420,0.051336,0.036892,0.053492,0.051268,0.051969,3.297955,0.000000,0.835822,0.737705,0.883780,0.780506,0.699137,0.936392,0.719644,0.648122,1.007236
2667,18:30,0.095022,0.072987,0.074850,0.055669,0.053818,0.151687,0.154044,0.053429,0.061937,0.038574,0.045280,0.051961,0.090672,0.044985,0.047906,0.052672,0.080637,0.063243,0.068430,0.060909,0.080982,0.075911,0.354529,0.341734,0.050056,0.050177,0.050457,0.089393,0.177054,0.136888,0.174994,0.047683,3.048571,0.042699,0.038865,0.031572,0.040814,0.040643,2.966480,0.000000,0.765344,0.765344,0.765344,0.866635,0.794659,0.897932,0.801716,0.801716,0.941138
2668,18:45,0.101285,0.066065,0.089949,0.056108,0.042013,0.160107,0.150557,0.048409,0.043650,0.043660,0.044142,0.052087,0.082990,0.047632,0.054954,0.049224,0.082403,0.071353,0.077533,0.074205,0.065721,0.081226,0.311689,0.355416,0.047668,0.050037,0.048693,0.117067,0.173255,0.116823,0.166328,0.048509,3.020757,0.022934,0.022057,0.024873,0.021749,0.027129,3.319427,0.000000,0.775431,0.618072,1.095593,0.883576,0.661658,0.927548,0.744499,0.677201,0.744499
2669,19:00,0.085754,0.076579,0.085815,0.037435,0.052224,0.149196,0.171757,0.047542,0.049130,0.039530,0.044400,0.044654,0.109295,0.052637,0.050167,0.041664,0.070717,0.064737,0.067663,0.066354,0.064637,0.072120,0.307185,0.321253,0.044082,0.054467,0.049295,0.101156,0.158393,0.120009,0.172531,0.055465,2.927844,0.010813,0.012654,0.011637,0.015665,0.011838,3.577681,0.000000,0.817967,0.710014,0.817967,0.857203,0.669386,0.862906,0.787726,0.713038,0.990519
